Nombre,Equipo,Precio_Comunio,Precio_Num,Precio_Normalizado,Foto
Y. Diouf,Senegal,160 K,160000.0,7,https://st.clubcomunio.com/p/448632-1.jpg
Chaine,South Africa,160 K,160000.0,7,https://st.clubcomunio.com/p/453370.jpg
Maseko,South Africa,160 K,160000.0,7,https://st.clubcomunio.com/p/983330.jpg
Mbatha,South Africa,160 K,160000.0,7,https://st.clubcomunio.com/p/735697.jpg
Moremi,South Africa,160 K,160000.0,7,https://st.clubcomunio.com/p/844485.jpg
Rayners,South Africa,160 K,160000.0,7,https://st.clubcomunio.com/p/337884.jpg
Ji-sung Eom,South Korea,160 K,160000.0,7,https://st.clubcomunio.com/p/706968.jpg
Abdi Ali,Sweden,160 K,160000.0,7,https://st.clubcomunio.com/p/731771.jpg
Stroud,Sweden,160 K,160000.0,7,https://st.clubcomunio.com/p/687622.jpg
Nilsson,Sweden,160 K,160000.0,7,https://st.clubcomunio.com/p/320440.jpg
Sema,Sweden,160 K,160000.0,7,https://st.clubcomunio.com/p/252345-0.jpg
Chamakh,Tunisia,160 K,160000.0,7,https://st.clubcomunio.com/p/dflt.png.jpg
Mele,Uruguay,160 K,160000.0,7,https://st.clubcomunio.com/p/320739.jpg
Brady,USA,160 K,160000.0,7,https://st.clubcomunio.com/p/765504.jpg
Berhalter,USA,160 K,160000.0,7,https://st.clubcomunio.com/p/734761.jpg
Roldan,USA,160 K,160000.0,7,https://st.clubcomunio.com/p/354792-0.jpg
Sergeev,Uzbekistan,160 K,160000.0,7,https://st.clubcomunio.com/p/185372.jpg
Mozgovoy,Uzbekistan,160 K,160000.0,7,https://st.clubcomunio.com/p/562022.jpg
Ergashev,Uzbekistan,160 K,160000.0,7,https://st.clubcomunio.com/p/312690.jpg
L. Joseph,Haiti,160 K,160000.0,7,https://st.clubcomunio.com/p/815359-0.jpg
Mohamed Koné,Ivory Coast,160 K,160000.0,7,https://st.clubcomunio.com/p/911985.jpg
Jin-seob Park,South Korea,160 K,160000.0,7,https://st.clubcomunio.com/p/557469.jpg
Jin-gyu Kim,South Korea,160 K,160000.0,7,https://st.clubcomunio.com/p/365377-0.jpg
Wiegele,Austria,160 K,160000.0,7,https://st.clubcomunio.com/p/393999.jpg
Ahmed Hasan,Iraq,160 K,160000.0,7,https://st.clubcomunio.com/p/881506.jpg
Bani Attiah,Jordan,160 K,160000.0,7,https://st.clubcomunio.com/p/261837.jpg
I. Camara,Senegal,160 K,160000.0,7,https://st.clubcomunio.com/p/570781.jpg
Mohammad Taha,Jordan,160 K,160000.0,7,https://st.clubcomunio.com/p/dflt.png.jpg
Fayulu,DR Congo,160 K,160000.0,7,https://st.clubcomunio.com/p/541420.jpg
Weverton,Brazil,160 K,160000.0,7,https://st.clubcomunio.com/p/69400-0.jpg
Dunga,Egypt,160 K,160000.0,7,https://st.clubcomunio.com/p/dflt.png.jpg
Stewart,Scotland,160 K,160000.0,7,https://st.clubcomunio.com/p/447995.jpg
Velho,Portugal,160 K,160000.0,7,https://st.clubcomunio.com/p/527026.jpg
M. Magalhaes,Paraguay,160 K,160000.0,7,https://st.clubcomunio.com/p/678439.jpg
T. Alaa,Egypt,160 K,160000.0,7,https://st.clubcomunio.com/p/1087789.jpg
Mbow,Senegal,160 K,160000.0,7,https://st.clubcomunio.com/p/649026-0.jpg
M. Ramírez,Ecuador,160 K,160000.0,7,https://st.clubcomunio.com/p/450233-0.jpg
Sojka,Czech Republic,160 K,160000.0,7,https://st.clubcomunio.com/p/826103.jpg
Goss,South Africa,160 K,160000.0,7,https://st.clubcomunio.com/p/258304.jpg
Makhanya,South Africa,160 K,160000.0,7,https://st.clubcomunio.com/p/1069801.jpg
Kuchta,Czech Republic,160 K,160000.0,7,https://st.clubcomunio.com/p/334802.jpg
Tangvik,Norway,160 K,160000.0,7,https://st.clubcomunio.com/p/549378.jpg
Langas,Norway,160 K,160000.0,7,https://st.clubcomunio.com/p/737837.jpg
Portilla,Colombia,160 K,160000.0,7,https://st.clubcomunio.com/p/585747.jpg
Campaz,Colombia,160 K,160000.0,7,https://st.clubcomunio.com/p/491553.jpg
Ramdane,Algeria,160 K,160000.0,7,https://st.clubcomunio.com/p/748439.jpg
A. Quintero,Panama,160 K,160000.0,7,https://st.clubcomunio.com/p/126019.jpg
Abdurisag,Qatar,160 K,160000.0,7,https://st.clubcomunio.com/p/589099.jpg
Mastil,Algeria,160 K,160000.0,7,https://st.clubcomunio.com/p/534398.jpg
N. Saliba,Canada,160 K,160000.0,7,https://st.clubcomunio.com/p/842420.jpg
A. Jones,Canada,160 K,160000.0,7,https://st.clubcomunio.com/p/340990.jpg
Al-Harbi,Saudi Arabia,160 K,160000.0,7,https://st.clubcomunio.com/p/869509.jpg
Kadesh,Saudi Arabia,160 K,160000.0,7,https://st.clubcomunio.com/p/260859.jpg
Lajami,Saudi Arabia,160 K,160000.0,7,https://st.clubcomunio.com/p/264909.jpg
Thakri,Saudi Arabia,160 K,160000.0,7,https://st.clubcomunio.com/p/901334.jpg
Al-Hejji,Saudi Arabia,160 K,160000.0,7,https://st.clubcomunio.com/p/443937.jpg
Al-Johani,Saudi Arabia,160 K,160000.0,7,https://st.clubcomunio.com/p/dflt.png.jpg
M. Al-Shamat,Saudi Arabia,160 K,160000.0,7,https://st.clubcomunio.com/p/631917.jpg
Karimov,Uzbekistan,160 K,160000.0,7,https://st.clubcomunio.com/p/1106187.jpg
Ulmasaliev,Uzbekistan,160 K,160000.0,7,https://st.clubcomunio.com/p/dflt.png.jpg
Uruzov,Uzbekistan,160 K,160000.0,7,https://st.clubcomunio.com/p/989069.jpg
Esanov,Uzbekistan,160 K,160000.0,7,https://st.clubcomunio.com/p/989068.jpg
Ganiev,Uzbekistan,160 K,160000.0,7,https://st.clubcomunio.com/p/431911.jpg
Hamdamov,Uzbekistan,160 K,160000.0,7,https://st.clubcomunio.com/p/294502.jpg
Amonov,Uzbekistan,160 K,160000.0,7,https://st.clubcomunio.com/p/517918.jpg
Ghedjemis,Algeria,160 K,160000.0,7,https://st.clubcomunio.com/p/888738.jpg
Titraoui,Algeria,160 K,160000.0,7,https://st.clubcomunio.com/p/748445.jpg
Jurkas,Bosnia-Herzegovina,160 K,160000.0,7,https://st.clubcomunio.com/p/952692.jpg
Boakye,Ghana,160 K,160000.0,7,https://st.clubcomunio.com/p/579263-0.jpg
Ali Yousif,Iraq,160 K,160000.0,7,https://st.clubcomunio.com/p/576265.jpg
Qasem,Iraq,160 K,160000.0,7,https://st.clubcomunio.com/p/833817.jpg
Wi-je Cho,South Korea,160 K,160000.0,7,https://st.clubcomunio.com/p/561212-0.jpg
Moghanlou,Iran,160 K,160000.0,7,https://st.clubcomunio.com/p/357125.jpg
Pitta,Paraguay,160 K,160000.0,7,https://st.clubcomunio.com/p/675178-0.jpg
